group_title,name,price,img_src,label,page_no
松田日式飯糰,紫蘇梅飯團,45元,https://storage.googleapis.com/quickclick_products/library/5915/web-ZeK8Megej,素食,3
松田日式飯糰,咖哩雞飯團,45元,https://storage.googleapis.com/quickclick_products/library/5915/web-ERMDBnEmK,,3
松田日式飯糰,豬肉燒飯團,45元,https://storage.googleapis.com/quickclick_products/library/5915/web-zpMzX7YRG,,3
松田日式飯糰,吻仔魚飯糰,45元,https://storage.googleapis.com/quickclick_products/library/12570/web-Nq8WY5MJB,,3
松田日式飯糰,干貝唇飯糰,50元,https://storage.googleapis.com/quickclick_products/library/5915/web-dL6pWOLyG,,3
松田日式飯糰,鮭魚鬆飯糰,50元,https://storage.googleapis.com/quickclick_products/library/5915/web-01A371XL4,,3
昇客雞肉,香菇雞湯,70元,https://storage.googleapis.com/quickclick_products/library/5915/web-gLX43EpKo,,3
昇客雞肉,炸燒肉(單點),90元,https://storage.googleapis.com/quickclick_products/library/5915/web-QAky5p48l,,3
昇客雞肉,銷魂雞肉飯,100元,https://storage.googleapis.com/quickclick_products/library/12012/web-Gn5zoKXXK,,3
昇客雞肉,蒜泥白肉飯,130元,https://storage.googleapis.com/quickclick_products/library/12012/web-oaG4JKyKb,,3
昇客雞肉,炸小雞塊飯,130元,https://storage.googleapis.com/quickclick_products/library/12012/web-yABKE4AP0,,3
昇客雞肉,炸燒肉飯,130元,https://storage.googleapis.com/quickclick_products/library/12012/web-yABKE4j1r,,3
昇客雞肉,白斬雞腿飯,150元,https://storage.googleapis.com/quickclick_products/library/12012/web-316K09kZG,,3
潭莊小卷米粉,蚵仔煎,80元,https://storage.googleapis.com/quickclick_products/library/5915/web-yAjGdjJ61,,3
潭莊小卷米粉,無刺虱目魚肉油麵,120元,https://storage.googleapis.com/quickclick_products/library/5915/web-r04y7ODKX,,3
潭莊小卷米粉,無刺虱目魚皮油麵,120元,https://storage.googleapis.com/quickclick_products/library/5915/web-xkKGMzpoJ,,3
潭莊小卷米粉,油雞腿便當,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-159Y4RaWB,,3
潭莊小卷米粉,魚肉便當,130元,https://storage.googleapis.com/quickclick_products/library/18608/web-91AebORlY,,3
潭莊小卷米粉,蚵仔滷肉便當,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-eL16PNX0W,,3
潭莊小卷米粉,無刺虱目魚肚油麵,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-Kp3JDyxa5,,3
潭莊小卷米粉,小卷便當,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-5yzmp09RM,,3
潭莊小卷米粉,小卷米粉,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-zpOM8rbyR,,3
潭莊小卷米粉,虱目魚肚便當,140元,https://storage.googleapis.com/quickclick_products/library/5915/web-5yzmpYd9D,,3
樂米餐盒,台味蒜泥豬,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-yABeD5BlY,,3
樂米餐盒,水煮雞胸肉,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-OW6BgGxeK,,3
樂米餐盒,義式烤時蔬,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-xkxnjqepX,,3
樂米餐盒,孜然燒烤豬,140元,https://storage.googleapis.com/quickclick_products/library/5915/web-01mrzZ3mx,,3
樂米餐盒,香檸烤鯖魚,140元,https://storage.googleapis.com/quickclick_products/library/5915/web-aLPGEmodj,,3
樂米餐盒,清蒸鮮鱸魚,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-157QqJ8Q6,,3
樂米餐盒,叻沙咖喱雞,155元,https://storage.googleapis.com/quickclick_products/library/5915/web-zp0grQmER,,3
樂米餐盒,照燒雞腿排,155元,https://storage.googleapis.com/quickclick_products/library/5915/web-OW6Bgl1K7,,3
